,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C061,317.6,948.8,1121.1,1505.1,1131.4,884.7,989.3,1508.5,599.1,398.4,261.8,932.9,1102.5,470.0,525.3,519.2,238.6,590.6,944.7,917.3,103.7,966.7,1640.0,511.3,318.1,898.0,330.0,448.5,341.7,422.8,651.4,1733.6,1063.9,437.6,510.8,443.3,905.0,1095.5,281.8,897.7,1040.0,301.8,458.8,160.5,523.7,366.6,1682.7,361.3,998.7,1273.9,1101.7,944.9,1268.5,410.8,1858.6,347.6,222.1,100.2,1074.0,1227.4,719.4,0.0,996.9,688.6,839.8,615.5,1147.8,354.1,195.3,299.2,1061.0,1503.3,936.5,381.0,315.0,354.2,767.4,591.1,433.6,495.9,765.4,556.1,751.6,968.6,543.3,1473.5,875.6,554.4,1114.8,944.2,133.5,1139.2,816.5,938.1,870.2,514.4,338.5,941.2,308.3,748.2,794.4,905.7,1451.0,923.5,1384.5,1241.3,537.8,609.3,891.0,769.7,765.4,81.0,894.4,1057.5,496.1,984.8,425.1,579.5,827.4,675.4,1051.6,669.0,815.7,1465.1,955.2,1458.4,1161.7,964.1,861.2,915.1,734.5,1002.6,925.2,577.8,864.0,563.7,1089.1,825.3,1374.7,1374.9,832.0,546.1,1166.3,1212.0,850.8,671.9,986.4,460.9,765.1,667.0,755.0,378.5,533.7,435.0,1428.4,691.2,1102.7,885.5,838.8,1469.2,527.0,504.2,1831.6,839.7,542.7,1819.8,911.3,949.5,673.1,969.2,732.7,429.8,1507.5,534.3,1495.2,689.0,1392.7,1567.0,636.8,881.1,775.2
C062,1257.3,1888.5,1692.1,1789.1,1782.9,1824.4,1409.2,812.8,1538.8,883.9,878.9,1351.9,1666.4,1418.3,1137.3,1458.9,1178.3,1457.5,1466.8,1857.0,1072.6,1516.3,944.3,1143.5,1236.4,1440.3,1269.7,1388.2,858.9,1328.4,1038.4,2646.6,1499.5,824.6,846.8,1353.3,284.6,1699.4,1143.6,1496.3,1533.3,1250.1,853.2,1111.9,1463.4,1306.3,987.0,842.8,682.9,960.5,2035.3,1884.6,2144.6,1350.5,2771.6,856.5,1089.0,1039.9,255.1,2140.4,1659.1,976.4,0.0,1628.3,1779.5,1175.3,2060.8,872.6,1135.0,981.9,2000.7,2416.3,1486.1,1320.7,832.2,1294.4,1707.1,1223.3,1381.9,1025.4,1705.1,1318.2,1691.3,1466.8,1483.0,2386.5,1815.3,863.6,1920.3,262.6,1073.2,1703.1,457.8,216.5,1809.9,857.8,1278.2,1880.9,1248.0,1526.9,1403.9,592.3,2364.0,309.3,688.8,1816.1,1477.5,1169.1,1819.0,1709.4,1705.1,929.8,1335.9,1637.3,883.1,1924.5,833.7,676.2,1767.1,1615.1,277.7,1608.7,1755.4,2378.1,1791.4,2371.4,1983.8,1734.7,502.5,272.8,1513.2,1713.1,1759.1,756.7,1803.7,911.1,1562.1,230.2,1854.3,1949.7,1496.7,1253.2,1971.8,1686.0,1274.9,1611.6,1637.8,770.0,1704.8,1003.0,1365.0,897.0,1401.3,1374.7,1771.3,1469.9,2015.7,572.1,1778.5,2382.2,910.7,891.2,2744.6,1676.7,1482.4,1124.1,1671.5,1889.2,1343.7,1679.7,1653.6,1369.5,1786.7,921.3,2408.2,1321.2,1842.6,871.3,1009.5,1820.8,1714.9
C063,495.9,475.5,653.4,1558.0,663.7,400.3,830.2,2120.0,292.3,852.7,792.6,948.5,634.8,508.3,673.4,424.5,544.8,318.9,1140.1,615.9,639.0,605.2,2251.5,638.7,461.7,599.5,501.4,540.2,872.5,644.2,871.3,1786.5,863.1,840.6,974.3,757.2,1516.5,627.8,765.6,477.6,679.7,629.3,989.6,601.2,335.6,366.3,2294.2,883.5,1610.2,1885.4,632.0,643.5,967.1,315.8,1911.5,869.8,557.9,571.9,1685.5,1280.3,412.6,657.4,1608.4,0.0,533.0,699.8,1200.7,972.3,507.4,855.9,754.2,1556.2,566.0,517.1,845.8,399.0,530.3,635.3,568.1,1018.1,296.0,504.7,444.8,609.3,413.7,1526.4,574.2,1056.1,647.1,1555.7,574.4,671.5,1428.0,1549.6,568.8,1016.1,385.3,498.1,371.7,378.5,577.5,1517.2,1503.9,1535.0,1996.0,773.6,484.4,693.6,421.3,302.0,464.0,706.5,674.8,589.8,855.5,679.4,1043.3,1110.3,357.7,368.0,1663.1,362.3,514.3,1518.0,487.5,1511.3,692.0,496.4,1472.7,1526.6,364.8,534.9,457.5,1072.1,562.6,939.2,792.3,1436.8,1427.6,907.2,449.4,688.9,698.6,752.3,886.0,365.1,518.7,1008.4,264.8,1098.1,592.9,996.7,281.8,437.0,1481.3,353.7,1155.6,1497.0,532.0,1522.1,910.8,920.1,1884.5,372.0,523.2,2431.3,443.6,534.5,473.9,501.5,280.3,493.8,1560.4,913.2,1548.1,618.4,1445.6,2178.5,925.4,579.7,468.4
C064,642.6,658.2,987.8,1666.3,998.1,675.0,1162.4,2308.2,364.0,1189.0,1061.5,1280.9,969.2,586.3,1064.9,538.7,689.6,778.4,1515.6,408.9,820.5,939.6,2439.7,1050.9,722.4,915.2,648.7,648.5,1141.4,734.0,1246.8,1894.8,1195.3,1176.9,1310.5,847.0,1704.7,962.2,876.0,793.3,1014.1,737.6,1258.5,782.6,575.6,648.7,2482.4,1161.0,1798.4,2073.6,816.4,646.3,969.9,553.0,2019.8,1147.3,823.9,753.4,1873.7,1388.6,376.0,838.9,1796.6,610.7,0.0,1141.6,1309.0,1153.8,700.9,1002.6,384.4,1664.5,900.4,648.9,1114.7,618.0,530.4,1077.1,662.0,1295.6,555.7,961.6,306.5,943.7,522.0,1634.7,577.0,1354.1,942.8,1743.9,755.9,1005.9,1616.2,1737.8,361.8,1314.1,643.7,657.1,631.9,835.0,900.8,1705.4,1612.2,1723.2,2184.2,1108.0,542.8,1135.4,681.3,636.4,484.2,888.0,990.5,924.2,1197.8,686.2,1224.8,1379.2,617.7,378.8,1851.3,413.4,517.8,1626.3,821.9,1619.6,868.2,830.8,1660.9,1714.8,834.8,869.3,747.9,1377.5,566.1,1303.0,1126.7,1625.0,1535.9,1241.6,765.1,1085.7,943.4,1086.7,1218.2,384.8,853.1,1260.6,595.0,1461.9,978.5,1178.2,741.3,545.3,1589.6,823.7,1263.9,1685.2,226.3,1630.4,1266.3,1256.4,1992.8,706.4,542.9,2619.5,778.0,668.3,915.7,835.9,599.4,607.3,1668.7,1265.8,1656.4,1060.2,1553.9,2366.7,1300.9,372.7,101.1
C065,678.0,836.5,747.5,1892.9,832.1,772.4,464.6,1693.3,874.3,460.0,513.4,467.8,695.6,797.9,136.9,762.3,692.5,462.8,634.6,1054.3,667.8,500.5,1824.8,111.7,478.9,431.1,695.2,859.5,503.6,970.7,339.7,2121.4,568.2,403.0,415.1,1045.2,1089.8,728.6,860.1,454.1,573.8,865.6,599.3,726.1,729.1,586.4,1867.5,604.3,1183.5,1458.7,989.4,1071.7,1134.8,653.6,2246.4,590.6,498.1,638.4,1258.8,1615.2,958.9,617.0,1181.7,723.0,1128.0,0.0,1535.6,837.3,591.3,838.6,1372.2,1891.1,470.3,782.6,476.9,694.8,1010.5,106.0,873.6,738.9,653.1,256.2,991.1,502.4,786.4,1861.3,1012.6,496.9,910.5,1129.0,640.9,732.3,1001.3,1122.9,1007.2,456.9,627.8,872.3,570.0,522.1,320.4,1090.5,1838.8,1108.3,1569.3,871.5,822.2,6.2,776.6,665.4,902.4,658.7,391.3,627.5,413.5,1036.8,809.6,683.6,715.1,779.2,1236.4,906.8,952.7,1852.9,781.6,1846.2,974.0,724.9,1046.0,1099.9,508.4,703.3,749.3,512.9,1001.0,380.0,617.5,1010.1,1762.5,1005.1,421.5,225.9,962.0,741.4,362.2,909.6,622.0,729.2,688.9,538.9,278.3,861.7,551.2,744.5,1816.2,465.1,1490.5,1070.3,1087.2,1857.0,351.6,403.4,2219.4,666.9,860.3,2004.6,662.2,895.5,281.7,669.9,591.6,789.6,1895.3,354.0,1883.0,230.5,1780.5,1751.8,366.2,1018.1,1086.4
C066,994.3,1430.9,1603.2,754.2,1613.5,1366.8,1777.8,2380.3,1050.2,1521.5,1384.9,1824.2,1584.6,810.0,1416.6,977.4,993.8,1346.3,1867.3,1399.4,1172.2,1555.0,2511.8,1402.6,1074.1,1530.6,1000.4,929.3,1464.8,876.5,1598.5,816.6,1810.7,1528.6,1633.9,926.6,2028.1,1577.6,1021.3,1408.7,1629.5,929.7,1581.9,1059.8,1002.2,1000.4,2554.5,1484.4,2121.8,2397.0,1583.8,1427.0,1750.6,942.4,941.6,1470.7,1175.6,1105.1,2197.1,204.1,1155.6,1190.6,2120.0,1209.6,1321.9,1506.8,0.0,1477.2,1052.6,1184.2,1543.1,480.0,1515.8,953.1,1438.1,953.4,1144.4,1482.4,828.7,1619.0,1247.5,1361.8,1187.8,1559.1,1001.5,450.2,1357.7,1677.5,1596.9,2067.3,1107.6,1621.3,1939.6,2061.2,1352.3,1637.5,948.3,1423.3,983.6,1450.4,1516.2,2028.8,427.7,2046.6,2256.3,1723.4,957.9,1500.6,1373.1,1251.8,1247.5,1211.4,1605.9,1539.6,1549.5,1466.9,1548.2,1702.6,1309.5,1157.5,2174.7,1044.4,1297.8,441.8,1437.3,435.1,1643.8,1446.2,1984.3,2038.2,1450.2,1484.7,1407.3,1700.9,1346.1,1654.7,1742.1,1948.4,623.8,1857.0,1380.5,1437.4,1648.4,1702.1,1742.1,1052.6,1468.5,1584.0,1247.2,1790.1,1562.3,1501.6,1231.2,835.7,677.5,1439.1,844.6,2008.6,1283.9,445.9,1618.0,1608.1,914.6,1321.8,896.6,2691.6,1393.4,1431.6,1480.4,1451.3,1214.8,838.6,756.6,1617.5,499.3,1566.7,641.8,2438.8,1652.6,1363.2,1257.3
C067,629.0,1260.2,1348.5,1789.8,1439.3,1196.1,1065.6,1288.2,910.5,521.0,384.4,1008.3,1322.8,790.0,744.4,830.6,550.0,829.2,1137.5,1228.7,444.3,1172.7,1419.7,730.4,608.1,1096.7,641.4,759.9,464.3,700.1,694.8,2018.3,1155.9,481.0,557.0,725.0,684.7,1355.8,515.3,1116.8,1189.7,621.8,509.6,483.6,835.1,678.0,1462.4,239.9,778.4,1053.6,1413.1,1256.3,1579.9,722.2,2143.3,253.6,460.7,411.6,853.7,1512.1,1030.8,348.1,776.6,1000.0,1151.2,834.6,1432.5,0.0,506.7,353.6,1372.4,1788.0,1142.5,692.4,437.6,666.1,1078.8,810.2,753.6,422.5,1076.8,775.2,1063.0,1123.2,854.7,1758.2,1187.0,573.8,1426.2,723.9,444.9,1359.5,596.2,717.8,1181.6,565.2,649.9,1252.6,619.7,967.3,1013.5,685.4,1735.7,703.2,1164.2,1472.5,849.2,828.4,1202.4,1081.1,1076.8,301.5,992.3,1293.7,539.5,1296.2,148.3,452.1,1138.8,986.8,831.3,980.4,1127.1,1749.8,1266.6,1743.1,1473.1,1275.5,640.9,694.8,953.6,1314.0,1236.6,466.9,1175.4,607.1,1218.5,605.0,1659.4,1606.1,1051.1,765.2,1477.7,1342.4,931.3,983.3,1294.2,258.3,1076.5,713.2,974.1,24.4,773.0,746.4,1713.1,910.3,1387.4,665.2,1150.2,1753.9,570.4,547.6,2116.3,1151.1,854.1,1599.5,1222.7,1260.9,892.2,1280.6,1044.1,741.2,1792.2,577.7,1779.9,908.1,1677.4,1346.7,680.2,1192.5,1086.6
C068,122.3,753.5,925.8,1342.5,936.1,689.4,964.5,1691.1,403.8,571.9,444.4,958.9,907.2,294.1,551.3,326.2,124.1,493.7,966.5,722.0,203.4,877.6,1822.6,537.3,221.5,851.3,134.7,324.7,524.3,428.7,697.7,1571.0,1033.3,559.8,693.4,541.7,1087.6,900.2,406.8,731.3,952.1,323.1,641.4,239.0,330.7,190.2,1865.3,543.9,1181.3,1456.5,906.4,749.6,1073.2,217.8,1696.0,530.2,205.2,136.3,1256.6,1064.8,524.1,221.8,1179.5,512.2,644.5,641.5,985.2,536.7,0.0,424.5,865.7,1340.7,838.4,210.4,497.6,185.3,573.7,617.1,352.6,678.5,570.1,507.8,556.3,881.7,350.3,1310.9,680.3,737.0,919.5,1126.8,138.8,943.9,999.1,1120.7,674.9,697.0,145.5,745.9,131.9,652.3,747.7,1088.3,1288.4,1106.1,1567.1,1046.0,344.8,635.3,695.7,574.4,570.1,270.9,859.9,862.2,580.7,789.5,607.7,762.1,632.1,480.1,1234.2,473.7,620.4,1302.5,759.9,1295.8,966.4,768.8,1043.8,1097.7,638.6,807.3,729.9,760.4,668.7,685.9,1042.4,1007.9,1212.1,1179.6,703.1,572.1,971.0,1024.7,876.8,476.6,791.1,643.5,569.8,844.8,708.3,561.1,378.6,262.2,1265.8,595.3,940.1,1068.1,643.5,1306.6,649.2,639.3,1669.0,644.4,347.4,2002.4,716.0,754.2,626.4,773.9,537.4,283.5,1344.9,648.7,1332.6,712.7,1230.1,1749.6,754.3,685.8,579.9
C069,432.6,1133.2,1305.5,1482.4,1315.8,1069.1,1166.4,1506.1,737.9,542.6,406.0,1109.1,1286.9,497.7,756.6,640.4,331.8,802.7,1176.0,1101.7,352.4,1198.0,1637.6,742.6,527.4,1129.3,443.5,490.3,485.9,392.7,795.6,1710.9,1256.7,581.8,655.0,420.6,902.6,1279.9,181.5,1111.0,1271.3,331.7,603.0,299.7,653.3,526.6,1680.3,440.1,996.3,1271.5,1286.1,1129.3,1452.9,540.4,1835.9,453.8,458.3,309.5,1071.6,1204.7,843.3,306.2,994.5,869.6,1024.2,846.8,1125.1,351.7,404.6,0.0,1245.4,1480.6,1167.8,480.6,459.2,442.4,832.1,822.4,461.3,622.7,949.8,787.4,875.5,1199.9,664.5,1450.8,1060.0,698.6,1299.2,941.8,342.8,1323.6,814.1,935.7,1054.6,658.6,468.1,1125.6,509.8,961.3,1025.7,903.3,1428.3,921.1,1382.1,1425.7,632.9,840.6,1075.4,954.1,949.8,247.3,1093.1,1241.9,640.3,1169.2,422.7,670.0,1011.8,859.8,1049.2,732.1,1000.1,1442.4,1139.6,1435.7,1346.1,1148.5,858.8,912.7,947.6,1187.0,1109.6,684.8,1048.4,707.9,1319.3,822.9,1352.0,1559.3,1063.3,777.4,1350.7,1404.4,1032.1,740.3,1170.8,458.5,949.5,811.2,986.3,376.1,743.0,498.7,1405.7,904.3,1080.0,883.1,971.6,1446.5,671.2,648.4,1808.9,1024.1,584.3,1817.4,1095.7,1133.9,904.4,1153.6,917.1,493.5,1484.8,678.5,1472.5,920.3,1370.0,1564.6,781.0,1065.5,959.6
C070,859.0,998.2,1226.2,1882.7,1236.5,989.8,1400.8,2524.6,580.4,1405.4,1277.9,1519.3,1207.6,802.7,1281.3,755.1,906.0,994.8,1732.0,781.2,1036.9,1178.0,2656.1,1267.3,938.8,1153.6,865.1,864.9,1357.8,950.4,1463.2,2111.2,1433.7,1393.3,1526.9,1063.4,1921.1,1200.6,1092.4,1031.7,1252.5,954.0,1474.9,999.0,792.0,865.1,2698.8,1377.4,2014.8,2290.0,1188.7,1018.6,1342.2,769.4,2236.2,1363.7,1040.3,969.8,2090.1,1605.0,592.4,1055.3,2013.0,827.1,388.5,1371.5,1525.4,1370.2,917.3,1219.0,0.0,1880.9,1138.8,865.3,1331.1,834.4,746.8,1311.2,878.4,1512.0,870.5,1180.6,528.3,1182.1,738.4,1851.1,949.3,1570.5,1219.9,1960.3,972.3,1244.3,1832.6,1954.2,734.1,1530.5,860.1,997.1,848.3,1073.4,1139.2,1921.8,1828.6,1939.6,2400.6,1346.4,759.2,1365.3,996.1,874.8,856.5,1104.4,1228.9,1162.6,1414.2,1058.5,1441.2,1595.6,932.5,718.8,2067.7,629.8,890.1,1842.7,1060.3,1836.0,1240.5,1069.2,1877.3,1931.2,1073.2,1107.7,1030.3,1593.9,938.4,1519.4,1365.1,1841.4,1752.3,1480.0,1003.5,1302.1,1271.4,1325.1,1456.6,601.2,1091.5,1477.0,870.2,1678.3,1216.9,1394.6,957.7,761.7,1806.0,1062.1,1480.3,1901.6,449.0,1846.8,1482.7,1472.8,2209.2,944.8,759.3,2835.9,1016.4,1040.6,1149.8,1074.3,837.8,823.7,1885.1,1482.2,1872.8,1294.3,1770.3,2583.1,1517.3,745.0,285.9
C071,1371.5,1808.1,1980.4,1092.8,1990.7,1744.0,2155.0,2718.9,1427.4,1898.7,1762.1,2201.4,1961.8,1187.2,1793.8,1354.6,1371.0,1723.5,2244.5,1776.6,1549.4,1932.2,2850.4,1779.8,1451.3,1907.8,1377.6,1306.5,1842.0,1253.7,1975.7,943.9,2187.9,1905.8,2011.1,1303.8,2405.3,1954.8,1398.5,1785.9,2006.7,1306.9,1959.1,1437.0,1379.4,1377.6,2893.1,1861.6,2499.0,2774.2,1961.0,1804.2,2127.8,1319.6,1068.9,1847.9,1552.8,1482.3,2574.3,374.3,1532.8,1567.8,2497.2,1586.8,1699.1,1884.0,499.2,1854.4,1429.8,1561.4,1920.3,0.0,1893.0,1330.3,1815.3,1330.6,1521.6,1859.6,1205.9,1996.2,1624.7,1739.0,1565.0,1936.3,1378.7,198.8,1734.9,2054.7,1974.1,2444.5,1484.8,1998.5,2316.8,2438.4,1729.5,2014.7,1325.5,1800.5,1360.8,1827.6,1893.4,2406.0,176.3,2423.8,2594.9,2100.6,1335.1,1877.8,1750.3,1629.0,1624.7,1588.6,1983.1,1916.8,1926.7,1844.1,1925.4,2079.8,1686.7,1534.7,2551.9,1421.6,1675.0,190.4,1814.5,183.7,2021.0,1823.4,2361.5,2415.4,1827.4,1861.9,1784.5,2078.1,1723.3,2031.9,2119.3,2325.6,962.4,2234.2,1757.7,1814.6,2025.6,2079.3,2119.3,1429.8,1845.7,1961.2,1624.4,2167.3,1939.5,1878.8,1608.4,1212.9,1016.1,1816.3,1221.8,2385.8,1661.1,194.5,1995.2,1985.3,1041.9,1699.0,1273.8,3030.2,1770.6,1808.8,1857.6,1828.5,1592.0,1215.8,1095.2,1994.7,571.2,1943.9,980.4,2777.4,2029.8,1740.4,1634.5
C072,875.1,515.9,448.7,1898.6,526.6,404.7,410.9,2019.4,653.6,786.1,831.0,518.7,390.1,788.2,517.1,764.9,922.1,470.3,960.7,833.6,959.1,116.4,2150.9,458.8,696.1,132.0,881.2,881.0,829.7,935.9,677.8,2127.1,434.2,729.1,741.2,1048.9,1415.9,423.1,1084.8,174.9,260.8,964.9,925.4,1015.1,773.7,802.7,2193.6,921.9,1509.6,1784.8,636.6,718.9,829.3,785.5,2252.1,908.2,768.3,905.5,1584.9,1620.9,738.2,923.2,1507.8,605.8,907.3,473.0,1541.3,1143.5,858.4,1144.8,1165.8,1896.8,0.0,881.4,803.0,850.5,834.0,399.8,863.9,1056.5,442.1,419.1,770.4,196.9,754.5,1867.0,691.5,823.0,605.0,1455.1,908.0,426.8,1327.4,1449.0,786.5,783.0,845.0,551.7,787.2,529.6,173.8,1416.6,1844.5,1434.4,1895.4,636.5,765.8,479.2,403.7,318.6,681.7,964.9,210.2,322.0,739.6,684.0,1127.2,1009.7,373.9,608.0,1562.5,686.1,732.0,1858.6,476.1,1851.9,668.5,419.4,1372.1,1426.0,515.9,397.8,443.8,839.0,780.3,706.1,322.3,1336.2,1768.2,770.1,230.5,535.2,656.5,533.3,506.8,688.9,202.2,1046.8,526.4,865.0,266.4,1167.9,606.1,777.8,1821.9,472.6,1496.2,1396.4,866.5,1862.7,677.7,729.5,2225.1,350.8,744.8,2330.7,312.2,574.9,345.6,364.4,381.1,839.8,1901.0,680.1,1888.7,386.1,1786.2,2077.9,692.3,797.4,880.0
C073,135.6,774.2,946.5,1367.5,956.8,710.1,1047.7,1753.7,424.5,634.5,507.0,1046.9,927.9,289.9,639.3,301.1,86.3,575.5,1054.5,742.7,266.0,898.3,1885.2,625.3,303.3,873.9,146.5,239.2,586.9,436.3,785.7,1596.0,1116.5,622.4,756.0,492.8,1150.2,920.9,330.4,752.0,972.8,237.1,704.0,166.0,304.7,229.6,1927.9,606.5,1243.9,1519.1,927.1,770.3,1093.9,222.4,1721.0,592.8,263.8,198.9,1319.2,1089.8,544.8,284.4,1242.1,552.9,665.2,729.5,1010.2,599.3,180.9,397.4,886.4,1365.7,859.1,0.0,560.2,145.4,549.3,705.1,296.0,741.1,590.8,591.0,577.0,902.4,325.2,1335.9,701.0,799.6,940.2,1189.4,201.4,964.6,1061.7,1183.3,695.6,759.6,171.1,766.6,212.8,734.1,830.9,1150.9,1313.4,1168.7,1629.7,1066.7,319.1,723.3,716.4,595.1,590.8,333.5,943.1,882.9,654.3,810.2,670.3,824.7,652.8,500.8,1296.8,455.8,641.1,1327.5,780.6,1320.8,987.1,789.5,1106.4,1160.3,720.4,828.0,750.6,823.0,689.4,748.5,1085.4,1070.5,1237.1,1200.3,723.8,660.1,991.7,1045.4,964.8,466.2,811.8,706.1,590.5,907.4,791.5,623.7,460.4,215.2,1290.8,677.1,965.1,1130.7,664.2,1331.6,711.8,701.9,1694.0,665.1,352.3,2065.0,736.7,774.9,709.6,794.6,558.1,210.0,1369.9,719.9,1357.6,795.9,1255.1,1812.2,829.0,706.5,600.6
C074,591.3,1131.8,1014.2,1752.1,1105.0,1067.7,731.3,1298.3,872.8,100.0,77.4,674.0,988.5,752.3,459.4,792.9,512.3,666.1,803.2,1191.0,412.0,838.4,1429.8,462.5,527.1,762.4,603.7,722.2,26.7,662.4,360.5,1980.6,821.6,146.7,219.9,687.3,694.8,1021.5,484.0,818.4,855.4,584.1,167.9,445.9,797.4,640.3,1472.5,204.3,788.5,1063.7,1284.7,1218.6,1466.7,684.5,2105.6,190.6,391.2,373.9,863.8,1474.4,993.1,315.0,786.7,869.3,1113.5,497.4,1394.8,448.5,469.0,462.5,1334.7,1750.3,808.2,654.7,0.0,628.4,1041.1,542.3,715.9,338.9,948.4,533.3,1025.3,788.9,817.0,1720.5,1149.3,263.5,1242.4,734.0,407.2,1025.2,606.3,727.9,1143.9,223.5,612.2,1167.6,582.0,725.4,726.0,695.5,1698.0,713.3,1174.3,1138.2,811.5,491.2,1074.0,960.7,1039.1,282.6,658.0,959.4,205.2,1258.5,409.6,288.6,1010.4,949.1,841.4,942.7,1089.4,1712.1,1113.5,1705.4,1305.9,1056.8,651.0,704.9,711.7,1035.2,1081.2,286.9,1137.7,272.8,884.2,615.1,1621.7,1271.8,789.6,497.3,1293.9,1008.1,597.0,945.6,959.9,329.2,984.2,376.1,687.1,472.9,628.0,708.7,1675.4,668.4,1349.7,675.3,1112.5,1716.2,236.1,213.3,2078.6,998.8,816.4,1609.6,993.6,1190.8,624.3,1001.8,911.2,703.5,1754.5,243.4,1742.2,640.2,1639.7,1356.8,345.9,1154.8,1048.9
C075,158.9,731.0,903.3,1320.0,913.6,666.9,953.9,1807.3,381.3,688.1,560.6,959.6,884.7,225.1,552.0,235.7,207.8,481.7,1002.7,699.5,319.6,855.1,1938.8,538.0,209.5,830.7,176.0,286.7,640.5,397.9,733.9,1548.5,1022.7,676.0,809.6,510.9,1203.8,877.7,488.6,708.8,929.6,375.8,757.6,322.7,240.2,135.8,1981.5,660.1,1297.5,1572.7,883.9,727.1,1050.7,127.3,1673.5,646.4,324.9,252.5,1372.8,1042.3,501.6,338.0,1295.7,456.5,622.0,642.2,962.7,652.9,188.0,518.9,843.2,1318.2,815.9,240.1,613.8,0.0,483.9,617.8,300.8,794.7,547.6,497.2,533.8,859.2,259.8,1288.4,657.8,853.2,897.0,1243.0,255.0,921.4,1115.3,1236.9,652.4,813.2,55.0,723.4,119.0,640.3,737.1,1204.5,1265.9,1222.3,1683.3,1023.5,254.3,636.0,673.2,551.9,547.6,387.1,849.3,839.7,704.3,767.0,723.9,878.3,609.6,457.6,1350.4,390.4,597.9,1280.0,737.4,1273.3,943.9,746.3,1160.0,1213.9,626.6,784.8,707.4,876.6,646.2,801.8,1031.8,1124.1,1189.6,1157.1,680.6,572.8,948.5,1002.2,877.5,401.4,768.6,759.7,547.3,960.7,697.7,677.3,366.6,171.7,1243.3,583.3,917.6,1184.3,621.0,1284.1,765.4,755.5,1646.5,621.9,287.5,2118.6,693.5,731.7,615.8,751.4,514.9,216.8,1322.4,772.3,1310.1,702.1,1207.6,1865.8,788.0,663.3,557.4
C076,577.5,720.5,892.8,1466.0,903.1,656.4,1067.4,2225.9,275.6,1071.9,979.2,1185.9,874.2,355.6,904.5,297.2,587.5,762.0,1359.3,691.0,738.2,844.6,2357.4,890.5,628.1,820.2,554.6,502.1,1059.1,499.9,1090.5,1694.5,1100.3,1059.8,1193.5,612.9,1622.4,867.2,648.8,698.3,919.1,532.3,1176.2,662.4,441.8,484.7,2400.1,1078.7,1716.1,1991.3,873.4,718.6,1042.2,361.2,1819.5,1065.0,743.5,671.1,1791.4,1188.3,302.3,756.6,1714.3,594.3,537.8,994.7,1108.7,1071.5,606.6,813.1,759.0,1464.2,805.4,546.8,1032.4,480.6,0.0,970.3,431.3,1213.3,537.1,849.7,353.3,848.7,278.8,1434.4,649.3,1271.8,886.5,1661.6,673.6,910.9,1533.9,1655.5,643.9,1231.8,475.5,714.9,537.6,740.0,805.8,1623.1,1411.9,1640.9,2101.9,1013.0,298.2,988.5,662.7,541.4,539.1,805.7,895.5,829.2,1074.7,758.5,1142.5,1296.9,599.1,616.9,1769.0,246.7,589.4,1426.0,726.9,1419.3,933.4,735.8,1578.6,1632.5,739.8,774.3,696.9,1291.3,637.7,1158.4,1031.7,1542.7,1335.6,1146.6,670.1,925.3,938.0,991.7,1123.2,251.6,758.1,1178.3,536.8,1317.3,883.5,1095.9,698.8,445.5,1389.3,728.7,1063.6,1602.9,456.9,1430.1,1130.0,1139.3,1792.5,611.4,312.2,2537.2,683.0,723.2,820.7,740.9,504.4,454.4,1468.4,1132.4,1456.1,965.2,1353.6,2284.4,1144.6,654.8,473.2
